SAKL0D09086g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D14014g1_1	Secondary metabolites biosynthesis, transport and catabolism
SAKL0D12694g1_1	Amino acid transport and metabolism
SAKL0D07964g1_1	Energy production and conversion
SAKL0D01408g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D11044g1_1	Nucleotide transport and metabolism
SAKL0D01892g1_1	Transcription
SAKL0D09504g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D15114g1_1	Lipid transport and metabolism
SAKL0D13904g1_1	Transcription
SAKL0D12826g1_1	Replication, recombination and repair
SAKL0D05632g1_1	Replication, recombination and repair
SAKL0D00836g1_1	Amino acid transport and metabolism
SAKL0D09438g1_1	Signal transduction mechanisms
SAKL0D15400g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D06952g1_1	Translation, ribosomal structure and biogenesis
SAKL0D12804g1_1	Cytoskeleton
SAKL0D02948g1_1	Amino acid transport and metabolism
SAKL0D11924g1_1	Carbohydrate transport and metabolism
SAKL0D13486g1_1	Replication, recombination and repair
SAKL0D09152g1_1	Coenzyme transport and metabolism
SAKL0D05940g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D13794g1_1	Carbohydrate transport and metabolism
SAKL0D11682g1_1	Inorganic ion transport and metabolism
SAKL0D13244g1_1	Lipid transport and metabolism
SAKL0D07084g1_1	Amino acid transport and metabolism
SAKL0D12034g1_1	Amino acid transport and metabolism
SAKL0D11814g1_1	Replication, recombination and repair
SAKL0D08822g1_1	Translation, ribosomal structure and biogenesis
SAKL0D13046g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D14036g1_1	Replication, recombination and repair
SAKL0D00374g1_1	Replication, recombination and repair
SAKL0D04158g1_1	Energy production and conversion
SAKL0D13442g1_1	Transcription
SAKL0D08668g1_1	Amino acid transport and metabolism
SAKL0D03894g1_1	Translation, ribosomal structure and biogenesis
SAKL0D01012g1_1	Translation, ribosomal structure and biogenesis
SAKL0D07282g1_1	Translation, ribosomal structure and biogenesis
SAKL0D06072g1_1	Replication, recombination and repair
SAKL0D02772g1_1	Replication, recombination and repair
SAKL0D01034g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D01518g1_1	Transcription
SAKL0D14784g1_1	Signal transduction mechanisms
SAKL0D06710g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D06248g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D06974g1_1	Signal transduction mechanisms
SAKL0D05456g1_1	Cell cycle control, cell division, chromosome partitioning
SAKL0D11198g1_1	RNA processing and modification
SAKL0D08536g1_1	Transcription
SAKL0D01584g1_1	Transcription
SAKL0D13882g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D07546g1_1	Coenzyme transport and metabolism
SAKL0D14938g1_1	Secondary metabolites biosynthesis, transport and catabolism
SAKL0D02992g1_1	Translation, ribosomal structure and biogenesis
SAKL0D05280g1_1	Transcription
SAKL0D14476g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D13222g1_1	Cytoskeleton
SAKL0D05544g1_1	Inorganic ion transport and metabolism
SAKL0D05412g1_1	Signal transduction mechanisms
SAKL0D14608g1_1	Nucleotide transport and metabolism
SAKL0D13398g1_1	Secondary metabolites biosynthesis, transport and catabolism
SAKL0A10472g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0A04752g1_1	RNA processing and modification
SAKL0A10450g1_1	Energy production and conversion
SAKL0A00440g1_1	Transcription
SAKL0A03828g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0A06160g1_1	Energy production and conversion
SAKL0A05610g1_1	Transcription
SAKL0A09394g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0A08932g1_1	Signal transduction mechanisms
SAKL0A02376g1_1	Transcription
SAKL0A09680g1_1	Inorganic ion transport and metabolism
SAKL0A03432g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0A02398g1_1	Lipid transport and metabolism
SAKL0D13574g1_1	Carbohydrate transport and metabolism
SAKL0D00330g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D04455g1_1	Translation, ribosomal structure and biogenesis
SAKL0D13992g1_1	Translation, ribosomal structure and biogenesis
SAKL0D03784g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D10758g1_1	Carbohydrate transport and metabolism
SAKL0D02310g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D01386g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D11770g1_1	Translation, ribosomal structure and biogenesis
SAKL0D15048pg1_1	Carbohydrate transport and metabolism
SAKL0D07436g1_1	Cell cycle control, cell division, chromosome partitioning
SAKL0D03872g1_1	Energy production and conversion
SAKL0D00748g1_1	Energy production and conversion
SAKL0D02860g1_1	Carbohydrate transport and metabolism
SAKL0D14520g1_1	Transcription
SAKL0D10626g1_1	Carbohydrate transport and metabolism
SAKL0D01056g1_1	Energy production and conversion
SAKL0D13090g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D05852g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D14542g1_1	Transcription
SAKL0D14300g1_1	RNA processing and modification
SAKL0D03014g1_1	Coenzyme transport and metabolism
SAKL0D08910g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D06600pg1_1	Replication, recombination and repair
SAKL0D07458g1_1	Cell cycle control, cell division, chromosome partitioning
SAKL0D04884g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D01188g1_1	Replication, recombination and repair
SAKL0D13816g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D08096g1_1	Translation, ribosomal structure and biogenesis
SAKL0D01760g1_1	Lipid transport and metabolism
SAKL0D07040g1_1	Energy production and conversion
SAKL0D03828g1_1	Translation, ribosomal structure and biogenesis
SAKL0D12606g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D00594g1_1	Lipid transport and metabolism
SAKL0D01232g1_1	Amino acid transport and metabolism
SAKL0D11242g1_1	Energy production and conversion
SAKL0D02640g1_1	Carbohydrate transport and metabolism
SAKL0D14982g1_1	Amino acid transport and metabolism
SAKL0D00352g1_1	Amino acid transport and metabolism
SAKL0D10186g1_1	Translation, ribosomal structure and biogenesis
SAKL0D01628g1_1	Coenzyme transport and metabolism
SAKL0D04444g1_1	Replication, recombination and repair
SAKL0D03102g1_1	RNA processing and modification
SAKL0D01452g1_1	Coenzyme transport and metabolism
SAKL0D07304g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D05170g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D09394g1_1	Secondary metabolites biosynthesis, transport and catabolism
SAKL0D00550g1_1	Transcription
SAKL0D04092g1_1	Lipid transport and metabolism
SAKL0D14652g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D05258g1_1	RNA processing and modification
SAKL0D14366g1_1	Amino acid transport and metabolism
SAKL0D08624g1_1	Cell cycle control, cell division, chromosome partitioning
SAKL0D13728g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D03036g1_1	Translation, ribosomal structure and biogenesis
SAKL0D15356pg1_1	Secondary metabolites biosynthesis, transport and catabolism
SAKL0D05060g1_1	Transcription
SAKL0D03168g1_1	Coenzyme transport and metabolism
SAKL0D11484g1_1	Secondary metabolites biosynthesis, transport and catabolism
SAKL0D05654g1_1	Transcription
SAKL0D01804g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D04774g1_1	Cytoskeleton
SAKL0D12562g1_1	Nucleotide transport and metabolism
SAKL0D03322g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D08646g1_1	Energy production and conversion
SAKL0D13420g1_1	Cytoskeleton
SAKL0D13607g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D07678g1_1	Coenzyme transport and metabolism
SAKL0D08206g1_1	Replication, recombination and repair
SAKL0D01276g1_1	RNA processing and modification
SAKL0D13618g1_1	Translation, ribosomal structure and biogenesis
SAKL0D13684g1_1	Translation, ribosomal structure and biogenesis
SAKL0D03564g1_1	RNA processing and modification
SAKL0D14696g1_1	Translation, ribosomal structure and biogenesis
SAKL0D10142g1_1	Inorganic ion transport and metabolism
SAKL0D06578g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D09240g1_1	Cell cycle control, cell division, chromosome partitioning
SAKL0D02156g1_1	Carbohydrate transport and metabolism
SAKL0D13464g1_1	Transcription
SAKL0D04114g1_1	Lipid transport and metabolism
SAKL0D01540g1_1	Replication, recombination and repair
SAKL0D11528g1_1	Amino acid transport and metabolism
SAKL0D05610g1_1	Lipid transport and metabolism
SAKL0D08426g1_1	Energy production and conversion
SAKL0D00792g1_1	Cytoskeleton
SAKL0D00440g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D11946g1_1	Carbohydrate transport and metabolism
SAKL0D08888g1_1	Translation, ribosomal structure and biogenesis
SAKL0D06776g1_1	Transcription
SAKL0D14388g1_1	Signal transduction mechanisms
SAKL0D07414g1_1	Signal transduction mechanisms
SAKL0D14718g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D05478g1_1	Lipid transport and metabolism
SAKL0D14630g1_1	Cytoskeleton
SAKL0D11836g1_1	Amino acid transport and metabolism
SAKL0D02354g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D12782g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D08206g1_2	Replication, recombination and repair
SAKL0D07128g1_1	Replication, recombination and repair
SAKL0D07238g1_1	Amino acid transport and metabolism
SAKL0D15092g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D06314g1_1	Replication, recombination and repair
SAKL0D15422g1_1	Amino acid transport and metabolism
SAKL0D01474g1_1	Carbohydrate transport and metabolism
SAKL0D11638g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D10296g1_1	Lipid transport and metabolism
SAKL0D12342g1_1	RNA processing and modification
SAKL0D09075g1_1	Inorganic ion transport and metabolism
SAKL0D05500g1_1	Translation, ribosomal structure and biogenesis
SAKL0D01166g1_1	Transcription
SAKL0A01518g1_1	Transcription
SAKL0A02266g1_1	Carbohydrate transport and metabolism
SAKL0A04092g1_1	Transcription
SAKL0A03982g1_1	Translation, ribosomal structure and biogenesis
SAKL0A04224g1_1	RNA processing and modification
SAKL0A01496g1_1	Transcription
SAKL0A09152g1_1	Carbohydrate transport and metabolism
SAKL0A10186g1_1	Lipid transport and metabolism
SAKL0A07832g1_1	Translation, ribosomal structure and biogenesis
SAKL0A00396g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0A07040g1_1	Inorganic ion transport and metabolism
SAKL0A04004g1_1	Chromatin structure and dynamics
SAKL0A07568g1_1	Carbohydrate transport and metabolism
SAKL0D02926g1_1	Inorganic ion transport and metabolism
SAKL0D13068g1_1	Transcription
SAKL0D11066g1_1	Energy production and conversion
SAKL0D13178g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D10538g1_1	Carbohydrate transport and metabolism
SAKL0D15246pg1_1	Inorganic ion transport and metabolism
SAKL0D02178g1_1	Translation, ribosomal structure and biogenesis
SAKL0D06512g1_1	Transcription
SAKL0D15070g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D14806g1_1	Energy production and conversion
SAKL0D09108g1_1	RNA processing and modification
SAKL0D08690g1_1	Amino acid transport and metabolism
SAKL0D01144g1_1	Translation, ribosomal structure and biogenesis
SAKL0D11418g1_1	Energy production and conversion
SAKL0D14278g1_1	Transcription
SAKL0D15158g1_1	Defense mechanisms
SAKL0D02002g1_1	Energy production and conversion
SAKL0D03630g1_1	Defense mechanisms
SAKL0D07898g1_1	Transcription
SAKL0D02970g1_1	Amino acid transport and metabolism
SAKL0D05896g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D05126g1_1	Amino acid transport and metabolism
SAKL0D04004g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D11968g1_1	RNA processing and modification
SAKL0D11110g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D08492g1_1	Amino acid transport and metabolism
SAKL0D06820g1_1	Signal transduction mechanisms
SAKL0D02552g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D08074g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D13530g1_1	Transcription
SAKL0D14432g1_1	Translation, ribosomal structure and biogenesis
SAKL0D05566g1_1	Inorganic ion transport and metabolism
SAKL0D02882g1_1	Carbohydrate transport and metabolism
SAKL0D09658g1_1	Energy production and conversion
SAKL0D07480g1_1	Cell cycle control, cell division, chromosome partitioning
SAKL0D12320g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D10274g1_1	Translation, ribosomal structure and biogenesis
SAKL0D03960g1_1	RNA processing and modification
SAKL0D09416g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D05742g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D02134g1_1	Replication, recombination and repair
SAKL0D12210g1_1	RNA processing and modification
SAKL0D08514g1_1	Translation, ribosomal structure and biogenesis
SAKL0D10560g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D05698g1_1	Amino acid transport and metabolism
SAKL0D14410g1_1	Signal transduction mechanisms
SAKL0D02398g1_1	Energy production and conversion
SAKL0D15026pg1_1	Amino acid transport and metabolism
SAKL0D04400g1_1	Coenzyme transport and metabolism
SAKL0D10131g1_1	Inorganic ion transport and metabolism
SAKL0D03586g1_1	Transcription
SAKL0D11660g1_1	Replication, recombination and repair
SAKL0D12848g1_1	Translation, ribosomal structure and biogenesis
SAKL0D08734g1_1	Transcription
SAKL0D12408pg1_1	Transcription
SAKL0D09306g1_1	Amino acid transport and metabolism
SAKL0D11506g1_1	Coenzyme transport and metabolism
SAKL0D13112g1_1	Amino acid transport and metabolism
SAKL0D05588g1_1	Replication, recombination and repair
SAKL0D11352g1_1	Inorganic ion transport and metabolism
SAKL0D02728g1_1	Coenzyme transport and metabolism
SAKL0D12760g1_1	Transcription
SAKL0D04664g1_1	Amino acid transport and metabolism
SAKL0D05324g1_1	Translation, ribosomal structure and biogenesis
SAKL0D08294g1_1	Signal transduction mechanisms
SAKL0D02706g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D13926g1_1	Signal transduction mechanisms
SAKL0D08778g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D09372g1_1	Transcription
SAKL0D03410g1_1	Carbohydrate transport and metabolism
SAKL0D09988g1_1	Defense mechanisms
SAKL0D01320g1_1	Cell wall/membrane/envelope biogenesis
SAKL0D13508g1_1	Coenzyme transport and metabolism
SAKL0D10736g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D02222g1_1	Cell cycle control, cell division, chromosome partitioning
SAKL0D02200g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D06886g1_1	Amino acid transport and metabolism
SAKL0D12584g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D14080g1_1	Cell cycle control, cell division, chromosome partitioning
SAKL0D14234g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D09922g1_1	Transcription
SAKL0D04752g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0D12056g1_1	Energy production and conversion
SAKL0D01958g1_1	RNA processing and modification
SAKL0D02090g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0D09834g1_1	Amino acid transport and metabolism
SAKL0E10472g1_1	Amino acid transport and metabolism
SAKL0E06358g1_1	Amino acid transport and metabolism
SAKL0E04708g1_1	Energy production and conversion
SAKL0E12716g1_1	Carbohydrate transport and metabolism
SAKL0E07216g1_1	Transcription
SAKL0E01012g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0E07172g1_1	Coenzyme transport and metabolism
SAKL0E03036g1_1	Transcription
SAKL0E15136g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0E14014g1_1	RNA processing and modification
SAKL0E03058g1_1	Cytoskeleton
SAKL0E01914g1_1	Chromatin structure and dynamics
SAKL0E04994g1_1	Translation, ribosomal structure and biogenesis
SAKL0E05962g1_1	Replication, recombination and repair
SAKL0E14982g1_1	Transcription
SAKL0E14256g1_1	Transcription
SAKL0E13376g1_1	Cytoskeleton
SAKL0E07700g1_1	Chromatin structure and dynamics
SAKL0A04796g1_1	Replication, recombination and repair
SAKL0A07788g1_1	Translation, ribosomal structure and biogenesis
SAKL0A01980g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0A04180g1_1	Translation, ribosomal structure and biogenesis
SAKL0A09504g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0A06798g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0A00352g1_1	Signal transduction mechanisms
SAKL0A02332g1_1	Transcription
SAKL0A10230g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0A10384g1_1	Lipid transport and metabolism
SAKL0A00374g1_1	Carbohydrate transport and metabolism
SAKL0A04862g1_1	Replication, recombination and repair
SAKL0A00242g1_1	RNA processing and modification
SAKL0E06204g1_1	Transcription
SAKL0E12100g1_1	Signal transduction mechanisms
SAKL0E07128g1_1	RNA processing and modification
SAKL0E01518g1_1	Lipid transport and metabolism
SAKL0E01364g1_1	Carbohydrate transport and metabolism
SAKL0E01540g1_1	Chromatin structure and dynamics
SAKL0E13178g1_1	Cell wall/membrane/envelope biogenesis
SAKL0E12320g1_1	Extracellular structures
SAKL0E13002g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0E12980g1_1	Translation, ribosomal structure and biogenesis
SAKL0E14828g1_1	Inorganic ion transport and metabolism
SAKL0E09768g1_1	Chromatin structure and dynamics
SAKL0E13882g1_1	Signal transduction mechanisms
SAKL0E12848g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0E08272g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0E02992g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0E06710g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0E05808g1_1	RNA processing and modification
SAKL0E11396g1_1	Energy production and conversion
SAKL0E04840g1_1	Cytoskeleton
SAKL0E09482g1_1	Energy production and conversion
SAKL0E08360g1_1	Energy production and conversion
SAKL0E13354g1_1	RNA processing and modification
SAKL0E06732g1_1	Secondary metabolites biosynthesis, transport and catabolism
SAKL0E04950g1_1	Carbohydrate transport and metabolism
SAKL0E06600g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0E02200g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0E09702g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0E05984g1_1	Cell cycle control, cell division, chromosome partitioning
SAKL0E13068g1_1	RNA processing and modification
SAKL0E08404g1_1	Defense mechanisms
SAKL0E09658g1_1	RNA processing and modification
SAKL0E08668g1_1	Translation, ribosomal structure and biogenesis
SAKL0E05456g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0E11814g1_1	Cytoskeleton
SAKL0E03542g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0E03344g1_1	Signal transduction mechanisms
SAKL0E02310g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0E08712g1_1	Transcription
SAKL0E08096g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0E02530g1_1	Signal transduction mechanisms
SAKL0E14102g1_1	Transcription
SAKL0E00836pg1_1	Inorganic ion transport and metabolism
SAKL0E03322g1_1	Replication, recombination and repair
SAKL0E15048g1_1	Coenzyme transport and metabolism
SAKL0E10956g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0E09724g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0E11946g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0E10494g1_1	Signal transduction mechanisms
SAKL0E02244g1_1	Translation, ribosomal structure and biogenesis
SAKL0E08888g1_1	Translation, ribosomal structure and biogenesis
SAKL0E02376g1_1	Replication, recombination and repair
SAKL0E05368g1_1	Translation, ribosomal structure and biogenesis
SAKL0E15246g1_1	Lipid transport and metabolism
SAKL0E06556g1_1	Translation, ribosomal structure and biogenesis
SAKL0E08162g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0E06094pg1_1	Cell wall/membrane/envelope biogenesis
SAKL0E14696g1_1	Nuclear structure
SAKL0E10274g1_1	Lipid transport and metabolism
SAKL0E07304g1_1	Chromatin structure and dynamics
SAKL0E09152g1_1	Translation, ribosomal structure and biogenesis
SAKL0E05060g1_1	Translation, ribosomal structure and biogenesis
SAKL0E11044g1_1	Chromatin structure and dynamics
SAKL0E09174g1_1	Replication, recombination and repair
SAKL0E07942g1_1	Inorganic ion transport and metabolism
SAKL0E13618g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0E01782g1_1	Transcription
SAKL0E05632g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0E14520g1_1	Inorganic ion transport and metabolism
SAKL0E01738g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0E14366g1_1	Energy production and conversion
SAKL0E03740g1_1	Coenzyme transport and metabolism
SAKL0E02552g1_1	Replication, recombination and repair
SAKL0E03366g1_1	Carbohydrate transport and metabolism
SAKL0E02904g1_1	Cell wall/membrane/envelope biogenesis
SAKL0E10714g1_1	Transcription
SAKL0E14938g1_1	Cell cycle control, cell division, chromosome partitioning
SAKL0E07194g1_1	Cell wall/membrane/envelope biogenesis
SAKL0E04510g1_1	Chromatin structure and dynamics
SAKL0E13926g1_1	Replication, recombination and repair
SAKL0E06446g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0E10098g1_1	Translation, ribosomal structure and biogenesis
SAKL0E07238g1_1	Translation, ribosomal structure and biogenesis
SAKL0E00660g1_1	RNA processing and modification
SAKL0E01606g1_1	Replication, recombination and repair
SAKL0E07590g1_1	Translation, ribosomal structure and biogenesis
SAKL0E13684g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0E06380g1_1	Amino acid transport and metabolism
SAKL0E09900g1_1	Carbohydrate transport and metabolism
SAKL0E12386g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0E09878g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0E14652g1_1	Transcription
SAKL0E12122g1_1	Nucleotide transport and metabolism
SAKL0E02948g1_1	Amino acid transport and metabolism
SAKL0E13640g1_1	RNA processing and modification
SAKL0E09306g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0E03498g1_1	Energy production and conversion
SAKL0E02662g1_1	Lipid transport and metabolism
SAKL0E11418g1_1	Energy production and conversion
SAKL0E03630g1_1	Carbohydrate transport and metabolism
SAKL0E02398g1_1	Amino acid transport and metabolism
SAKL0E02486g1_1	Replication, recombination and repair
SAKL0E04576g1_1	Inorganic ion transport and metabolism
SAKL0E14454g1_1	Secondary metabolites biosynthesis, transport and catabolism
SAKL0E04202g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0E10186g1_1	Energy production and conversion
SAKL0E06468g1_1	Carbohydrate transport and metabolism
SAKL0E13948g1_1	Inorganic ion transport and metabolism
SAKL0E00209pg1_1	Amino acid transport and metabolism
SAKL0E02024g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0E01958g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0E13134g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0E10604g1_1	RNA processing and modification
SAKL0E09460g1_1	Replication, recombination and repair
SAKL0E14806g1_1	Amino acid transport and metabolism
SAKL0E01980g1_1	Transcription
SAKL0E03146g1_1	Coenzyme transport and metabolism
SAKL0E12430g1_1	Translation, ribosomal structure and biogenesis
SAKL0E06050g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0E12276g1_1	Transcription
SAKL0E11506g1_1	Translation, ribosomal structure and biogenesis
SAKL0E02882g1_1	Amino acid transport and metabolism
SAKL0E09438g1_1	Replication, recombination and repair
SAKL0E10560g1_1	Transcription
SAKL0E13222g1_1	Cell wall/membrane/envelope biogenesis
SAKL0A09746g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0A02860g1_1	Transcription
SAKL0A05940g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0A09812g1_1	Posttranslational modification, protein turnover, chaperones
SAKL0A02310g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0A01914g1_1	Lipid transport and metabolism
SAKL0A09196g1_1	Secondary metabolites biosynthesis, transport and catabolism
SAKL0A08426g1_1	Transcription
SAKL0A08756g1_1	Transcription
SAKL0A02948g1_1	Amino acid transport and metabolism
SAKL0E14212g1_1	RNA processing and modification
SAKL0E12628g1_1	Lipid transport and metabolism
SAKL0E00132g1_1	Inorganic ion transport and metabolism
SAKL0E05434g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0E08536g1_1	Intracellular trafficking, secretion, and vesicular transport
SAKL0E13442g1_1	Carbohydrate transport and metabolism
SAKL0E03850g1_1	Transcription
SAKL0E11132g1_1	Cytoskeleton
SAKL0E00924g1_1	Energy production and conversion
SAKL0E07546g1_1	RNA processing and modification
SAKL0E09086g1_1	Energy production and conversion
SAKL0E08932g1_1	Transcription
