my_title,Run,my_stage,Organism,projType,treat,treatDescription,special,geneCounted,rawCounts,bleached,stress
j1_thisStudy_PRJNA559404,s47_S84,adult,Acropora millepora,salinity,control,Ls.L1.C.tp2.2,none,435909,2101138,yes,control
j1_thisStudy_PRJNA559404,s48_S85,adult,Acropora millepora,salinity,control,Ls.L1.C.tp2.3,none,394880,1736242,yes,control
j1_thisStudy_PRJNA559404,s49_S86,adult,Acropora millepora,salinity,low_salinity,Ls.N1.T.tp2.1,none,475277,1762063,yes,stressed
j1_thisStudy_PRJNA559404,s50_S87,adult,Acropora millepora,salinity,low_salinity,Ls.N1.T.tp2.2,none,484705,1745297,yes,stressed
j1_thisStudy_PRJNA559404,s51_S88,adult,Acropora millepora,salinity,low_salinity,Ls.N1.T.tp2.3,none,455886,1651105,yes,stressed
j1_thisStudy_PRJNA559404,s52_S89,adult,Acropora millepora,salinity,low_salinity,Ls.N10.T.tp2.1,none,475158,1739839,yes,stressed
j1_thisStudy_PRJNA559404,s53_S90,adult,Acropora millepora,salinity,low_salinity,Ls.N10.T.tp2.2,none,542146,2016336,yes,stressed
j1_thisStudy_PRJNA559404,s54_S91,adult,Acropora millepora,salinity,low_salinity,Ls.N10.T.tp2.3,none,475798,1688136,yes,stressed
j1_thisStudy_PRJNA559404,s55_S92,adult,Acropora millepora,salinity,control,Ls.N1.C.tp2.1,none,475769,1996012,yes,control
j1_thisStudy_PRJNA559404,s56_S93,adult,Acropora millepora,salinity,control,Ls.N1.C.tp2.2,none,437803,1990056,yes,control
j1_thisStudy_PRJNA559404,s57_S94,adult,Acropora millepora,salinity,control,Ls.N1.C.tp2.3,none,467059,1839557,yes,control
j1_thisStudy_PRJNA559404,s58_S95,adult,Acropora millepora,salinity,control,Ls.N10.C.tp2.1,none,383736,1424241,yes,control
j1_thisStudy_PRJNA559404,s59_S96,adult,Acropora millepora,salinity,control,Ls.N10.C.tp2.2,none,392975,1531732,yes,control
j1_thisStudy_PRJNA559404,s60_S97,adult,Acropora millepora,salinity,control,Ls.N10.C.tp2.3,none,358803,1520521,yes,control
j1_thisStudy_PRJNA559404,s85_S122,adult,Acropora millepora,salinity,low_salinity,Ls.N2.T.tp1.1,none,380133,2078244,yes,stressed
j1_thisStudy_PRJNA559404,s86_S123,adult,Acropora millepora,salinity,low_salinity,Ls.N2.T.tp1.2,none,331225,1722319,yes,stressed
j1_thisStudy_PRJNA559404,s87_S124,adult,Acropora millepora,salinity,low_salinity,Ls.N2.T.tp1.3,none,337445,1751880,yes,stressed
j1_thisStudy_PRJNA559404,s88_S125,adult,Acropora millepora,salinity,low_salinity,Ls.N10.T.tp1.1,none,370175,1882911,yes,stressed
j1_thisStudy_PRJNA559404,s89_S126,adult,Acropora millepora,salinity,low_salinity,Ls.N10.T.tp1.2,none,385597,1835480,yes,stressed
j1_thisStudy_PRJNA559404,s90_S127,adult,Acropora millepora,salinity,low_salinity,Ls.N10.T.tp1.3,none,379788,1718149,yes,stressed
j1_thisStudy_PRJNA559404,s91_S128,adult,Acropora millepora,salinity,control,Ls.N2.C.tp1.1,none,385708,1570305,yes,control
j1_thisStudy_PRJNA559404,s92_S129,adult,Acropora millepora,salinity,control,Ls.N2.C.tp1.2,none,383501,1684534,yes,control
j1_thisStudy_PRJNA559404,s93_S130,adult,Acropora millepora,salinity,control,Ls.N2.C.tp1.3,none,405204,1951277,yes,control
j1_thisStudy_PRJNA559404,s94_S131,adult,Acropora millepora,salinity,control,Ls.N1.C.tp1.1,none,333235,1704214,yes,control
j1_thisStudy_PRJNA559404,s95_S132,adult,Acropora millepora,salinity,control,Ls.N1.C.tp1.2,none,366090,1675927,yes,control
j1_thisStudy_PRJNA559404,s96_S133,adult,Acropora millepora,salinity,control,Ls.N1.C.tp1.3,none,459568,1938342,yes,control
j1_thisStudy_PRJNA559404,s97_S134,adult,Acropora millepora,salinity,low_salinity,Ls.N1.T.tp1.1,none,386658,1943512,yes,stressed
j1_thisStudy_PRJNA559404,s98_S135,adult,Acropora millepora,salinity,low_salinity,Ls.N1.T.tp1.2,none,310865,1278332,yes,stressed
j1_thisStudy_PRJNA559404,s99_S136,adult,Acropora millepora,salinity,low_salinity,Ls.N1.T.tp1.3,none,314060,1307530,yes,stressed
j1_thisStudy_PRJNA559404,s100_S137,adult,Acropora millepora,salinity,control,Ls.N10.C.tp1.1,none,367485,1256021,yes,control
j1_thisStudy_PRJNA559404,s101_S138,adult,Acropora millepora,salinity,control,Ls.N10.C.tp1.2,none,437624,1682870,yes,control
j1_thisStudy_PRJNA559404,s102_S139,adult,Acropora millepora,salinity,control,Ls.N10.C.tp1.3,none,509766,2030614,yes,control
j1_thisStudy_PRJNA559404,s104_S140,adult,Acropora millepora,salinity,low_salinity,Ls.L1.T.tp1.2,none,333327,1618932,yes,stressed
j1_thisStudy_PRJNA559404,s105_S141,adult,Acropora millepora,salinity,low_salinity,Ls.L1.T.tp1.3,none,346921,1632229,yes,stressed
j1_thisStudy_PRJNA559404,s106_S142,adult,Acropora millepora,salinity,control,Ls.L1.C.tp1.1,none,557874,2608133,yes,control
j1_thisStudy_PRJNA559404,s107_S143,adult,Acropora millepora,salinity,control,Ls.L1.C.tp1.2,none,363891,1518838,yes,control
j1_thisStudy_PRJNA559404,s108_S144,adult,Acropora millepora,salinity,control,Ls.L1.C.tp1.3,none,369959,1505392,yes,control
